[2022-04-10 21:46:56,322] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-10 21:47:05,565] Pre-condition - step 02: Khởi tạo page search
[2022-04-10 21:47:05,721] Search Empty Data - step 01: Click to link search on footer
[2022-04-10 21:47:06,771] Search Empty Data - step 02: Click button search
[2022-04-10 21:47:07,764] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-10 21:47:07,907]  -------------------------- PASSED -------------------------- 
[2022-04-10 21:47:08,095] OS name = windows 10
[2022-04-10 21:47:08,104] Driver instance name = chromedriver: chrome on windows (a2d0159912719b379e35cc8893a6b139)
[2022-04-10 22:20:12,748] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-10 22:20:18,676] Pre-condition - step 02: Khởi tạo page search
[2022-04-10 22:20:18,803] Search Empty Data - step 01: Click to link search on footer
[2022-04-10 22:20:19,673] Search Empty Data - step 02: Click button search
[2022-04-10 22:20:20,347] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-10 22:20:20,426]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:20:20,606] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-10 22:20:21,322] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-10 22:20:41,635] Search Data Relative - step 01: Click to link search on footer
[2022-04-10 22:20:42,420] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-10 22:20:52,977] OS name = windows 10
[2022-04-10 22:20:52,978] Driver instance name = chromedriver: chrome on windows (94e9135affcf1e66cc1188ba02a5da6c)
[2022-04-10 22:20:52,998] no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=100.0.4896.75)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-GNVB183', ip: '192.168.16.18', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.11'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 100.0.4896.75, chrome: {chromedriverVersion: 100.0.4896.60 (6a5d10861ce8..., userDataDir: C:\Users\PC\AppData\Local\T...}, goog:chromeOptions: {debuggerAddress: localhost:60306}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 94e9135affcf1e66cc1188ba02a5da6c
[2022-04-10 22:21:43,400] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-10 22:21:50,055] Pre-condition - step 02: Khởi tạo page search
[2022-04-10 22:21:50,201] Search Empty Data - step 01: Click to link search on footer
[2022-04-10 22:21:51,758] Search Empty Data - step 02: Click button search
[2022-04-10 22:21:52,394] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-10 22:21:52,473]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:21:52,710] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-10 22:21:53,314] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-10 22:21:53,528] Search Data Not Existing - step 03: Click button search
[2022-04-10 22:21:54,110] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-10 22:21:54,199]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:21:54,222] Search Data Relative - step 01: Click to link search on footer
[2022-04-10 22:21:54,834] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-10 22:21:55,013] Search Data Relative - step 03: Click button search
[2022-04-10 22:21:55,739] Search Data Relative - step 04: Verify data is display
[2022-04-10 22:21:55,884]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:21:55,888] OS name = windows 10
[2022-04-10 22:21:55,888] Driver instance name = chromedriver: chrome on windows (7b2723980cc635ea221c887d550a700c)
[2022-04-10 22:25:06,858] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-10 22:25:11,551] Pre-condition - step 02: Khởi tạo page search
[2022-04-10 22:25:11,670] Search Empty Data - step 01: Click to link search on footer
[2022-04-10 22:25:13,148] Search Empty Data - step 02: Click button search
[2022-04-10 22:25:13,819] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-10 22:25:13,899]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:25:14,058] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-10 22:25:14,907] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-10 22:25:15,101] Search Data Not Existing - step 03: Click button search
[2022-04-10 22:25:15,710] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-10 22:25:15,790]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:25:15,812] Search Data Relative - step 01: Click to link search on footer
[2022-04-10 22:25:17,017] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-10 22:25:17,193] Search Data Relative - step 03: Click button search
[2022-04-10 22:25:18,228] Search Data Relative - step 04: Verify data is display
[2022-04-10 22:25:18,347]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:25:18,354] Search Data Absolute - step 01: Click to link search on footer
[2022-04-10 22:25:18,920] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-10 22:25:19,138] Search Absolute - step 03: Click button search
[2022-04-10 22:25:19,823] Search Absolute - step 04: Verify data is display
[2022-04-10 22:25:19,886]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:25:19,890] OS name = windows 10
[2022-04-10 22:25:19,890] Driver instance name = chromedriver: chrome on windows (7a1b3ed529362938834dbbe9ce534a9b)
[2022-04-10 22:26:11,493] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-10 22:26:16,787] Pre-condition - step 02: Khởi tạo page search
[2022-04-10 22:26:16,905] Search Empty Data - step 01: Click to link search on footer
[2022-04-10 22:26:17,753] Search Empty Data - step 02: Click button search
[2022-04-10 22:26:18,510] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-10 22:26:18,597]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:26:18,754] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-10 22:26:19,406] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-10 22:26:19,605] Search Data Not Existing - step 03: Click button search
[2022-04-10 22:26:20,199] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-10 22:26:20,280]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:26:20,304] Search Data Relative - step 01: Click to link search on footer
[2022-04-10 22:26:20,902] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-10 22:26:21,049] Search Data Relative - step 03: Click button search
[2022-04-10 22:26:21,884] Search Data Relative - step 04: Verify data is display
[2022-04-10 22:26:22,007]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:26:22,015] Search Data Absolute - step 01: Click to link search on footer
[2022-04-10 22:26:22,667] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-10 22:26:22,917] Search Absolute - step 03: Click button search
[2022-04-10 22:26:23,571] Search Absolute - step 04: Verify data is display
[2022-04-10 22:26:23,634]  -------------------------- PASSED -------------------------- 
[2022-04-10 22:26:23,639] OS name = windows 10
[2022-04-10 22:26:23,639] Driver instance name = chromedriver: chrome on windows (db499a344039bf90c90c27db9286fe21)
[2022-04-11 11:07:04,125] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-11 11:07:09,384] Pre-condition - step 02: Khởi tạo page search
[2022-04-11 11:07:09,399] Search Empty Data - step 01: Click to link search on footer
[2022-04-11 11:07:10,242] Search Empty Data - step 02: Click button search
[2022-04-11 11:07:10,884] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-11 11:07:10,957]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:07:10,957] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-11 11:07:11,573] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-11 11:07:11,786] Search Data Not Existing - step 03: Click button search
[2022-04-11 11:07:12,422] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-11 11:07:12,507]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:07:12,507] Search Data Relative - step 01: Click to link search on footer
[2022-04-11 11:07:13,135] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-11 11:07:13,294] Search Data Relative - step 03: Click button search
[2022-04-11 11:07:14,051] Search Data Relative - step 04: Verify data is display
[2022-04-11 11:07:14,142]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:07:14,142] Search Data Absolute - step 01: Click to link search on footer
[2022-04-11 11:07:14,757] Search Absolute - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:07:14,934] Search Absolute - step 03: Click button search
[2022-04-11 11:07:15,567] Search Absolute - step 04: Verify data is display
[2022-04-11 11:07:15,642]  -------------------------- FAILED -------------------------- 
[2022-04-11 11:07:15,823] Advanced Search Categories - step 01: Click to link search on footer
[2022-04-11 11:07:16,459] Advanced Search Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:07:16,674] Advanced Search Categories - step 03: Checked advanced search
[2022-04-11 11:07:16,807] Advanced Search Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:07:27,168] Advanced Search Sub Categories - step 01: Click to link search on footer
[2022-04-11 11:07:27,753] Advanced Search Sub Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:07:27,942] Advanced Search Sub Categories - step 03: Checked advanced search
[2022-04-11 11:07:28,071] Advanced Search Sub Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:07:38,682] Advanced Search Correct Manufacturer - step 01: Click to link search on footer
[2022-04-11 11:07:39,285] Advanced Search Correct Manufacturer - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:07:39,477] Advanced Search Correct Manufacturer - step 03: Checked advanced search
[2022-04-11 11:07:39,614] Advanced Search Correct Manufacturer - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:07:50,106] Advanced Search Correct Manufacturer - step 01: Click to link search on footer
[2022-04-11 11:07:50,727] Advanced Search Correct Manufacturer - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:07:50,910] Advanced Search Correct Manufacturer - step 03: Checked advanced search
[2022-04-11 11:07:51,056] Advanced Search Correct Manufacturer - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:08:01,588] OS name = windows 10
[2022-04-11 11:08:01,588] Driver instance name = chromedriver: chrome on windows (2059696048e2b60640fdb221a62d11f0)
[2022-04-11 11:15:28,850] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-11 11:15:33,271] Pre-condition - step 02: Khởi tạo page search
[2022-04-11 11:15:33,283] Search Empty Data - step 01: Click to link search on footer
[2022-04-11 11:15:34,533] Search Empty Data - step 02: Click button search
[2022-04-11 11:15:35,146] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-11 11:15:35,223]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:15:35,225] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-11 11:15:36,070] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-11 11:15:36,289] Search Data Not Existing - step 03: Click button search
[2022-04-11 11:15:36,901] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-11 11:15:36,985]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:15:36,986] Search Data Relative - step 01: Click to link search on footer
[2022-04-11 11:15:37,600] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-11 11:15:37,759] Search Data Relative - step 03: Click button search
[2022-04-11 11:15:38,635] Search Data Relative - step 04: Verify data is display
[2022-04-11 11:15:38,774]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:15:38,775] Search Data Absolute - step 01: Click to link search on footer
[2022-04-11 11:15:39,374] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-11 11:15:39,614] Search Absolute - step 03: Click button search
[2022-04-11 11:15:40,255] Search Absolute - step 04: Verify data is display
[2022-04-11 11:15:40,327]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:15:40,328] Advanced Search Categories - step 01: Click to link search on footer
[2022-04-11 11:15:40,913] Advanced Search Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:15:41,091] Advanced Search Categories - step 03: Checked advanced search
[2022-04-11 11:15:41,244] Advanced Search Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:15:41,416] OS name = windows 10
[2022-04-11 11:15:41,417] Driver instance name = chromedriver: chrome on windows (ab4730772746288e6915b3784d20d48f)
[2022-04-11 11:16:54,494] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-11 11:16:57,943] Pre-condition - step 02: Khởi tạo page search
[2022-04-11 11:16:57,951] Search Empty Data - step 01: Click to link search on footer
[2022-04-11 11:16:58,741] Search Empty Data - step 02: Click button search
[2022-04-11 11:16:59,369] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-11 11:16:59,473]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:16:59,476] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-11 11:17:00,089] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-11 11:17:00,290] Search Data Not Existing - step 03: Click button search
[2022-04-11 11:17:00,871] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-11 11:17:00,942]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:17:00,943] Search Data Relative - step 01: Click to link search on footer
[2022-04-11 11:17:01,522] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-11 11:17:01,673] Search Data Relative - step 03: Click button search
[2022-04-11 11:17:02,356] Search Data Relative - step 04: Verify data is display
[2022-04-11 11:17:02,458]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:17:02,459] Search Data Absolute - step 01: Click to link search on footer
[2022-04-11 11:17:03,252] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-11 11:17:03,488] Search Absolute - step 03: Click button search
[2022-04-11 11:17:04,095] Search Absolute - step 04: Verify data is display
[2022-04-11 11:17:04,176]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:17:04,177] Advanced Search Categories - step 01: Click to link search on footer
[2022-04-11 11:17:04,789] Advanced Search Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:17:04,996] Advanced Search Categories - step 03: Checked advanced search
[2022-04-11 11:17:05,177] Advanced Search Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:17:05,379] OS name = windows 10
[2022-04-11 11:17:05,379] Driver instance name = chromedriver: chrome on windows (66d18e91ef1ff4a4cb78a1d8963b4b52)
[2022-04-11 11:19:14,711] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-11 11:19:19,997] Pre-condition - step 02: Khởi tạo page search
[2022-04-11 11:19:20,007] Search Empty Data - step 01: Click to link search on footer
[2022-04-11 11:19:20,818] Search Empty Data - step 02: Click button search
[2022-04-11 11:19:21,478] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-11 11:19:21,552]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:19:21,554] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-11 11:19:22,118] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-11 11:19:22,326] Search Data Not Existing - step 03: Click button search
[2022-04-11 11:19:22,933] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-11 11:19:23,015]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:19:23,016] Search Data Relative - step 01: Click to link search on footer
[2022-04-11 11:19:23,617] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-11 11:19:23,772] Search Data Relative - step 03: Click button search
[2022-04-11 11:19:24,414] Search Data Relative - step 04: Verify data is display
[2022-04-11 11:19:24,504]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:19:24,505] Search Data Absolute - step 01: Click to link search on footer
[2022-04-11 11:19:25,089] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-11 11:19:25,308] Search Absolute - step 03: Click button search
[2022-04-11 11:19:25,987] Search Absolute - step 04: Verify data is display
[2022-04-11 11:19:26,071]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:19:26,072] Advanced Search Categories - step 01: Click to link search on footer
[2022-04-11 11:19:26,655] Advanced Search Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:19:26,846] Advanced Search Categories - step 03: Checked advanced search
[2022-04-11 11:19:26,994] Advanced Search Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:19:27,124] Advanced Search Categories - step 05: Automatically search sub categories: Unchecked
[2022-04-11 11:19:27,194] Advanced Search Categories - step 06: Click button search
[2022-04-11 11:19:27,842] Advanced Search Categories - step 07: Verify data is display
[2022-04-11 11:19:27,920]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:19:27,921] Advanced Search Sub Categories - step 01: Click to link search on footer
[2022-04-11 11:19:28,515] Advanced Search Sub Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
[2022-04-11 11:19:28,688] Advanced Search Sub Categories - step 03: Checked advanced search
[2022-04-11 11:19:28,816] Advanced Search Sub Categories - step 04: Categories -> Selected Item 'Computers' 
[2022-04-11 11:19:28,947] Advanced Search Sub Categories - step 05: Automatically search sub categories: checked
[2022-04-11 11:19:29,072] Advanced Search Sub Categories - step 06: Click button search
[2022-04-11 11:19:29,741] Advanced Search Sub Categories - step 07: Verify data is display
[2022-04-11 11:19:29,795]  -------------------------- FAILED -------------------------- 
[2022-04-11 11:19:29,965] OS name = windows 10
[2022-04-11 11:19:29,965] Driver instance name = chromedriver: chrome on windows (1c73725f927ce3df18916a137b662e81)
[2022-04-11 11:24:43,244] Pre-condition - step 01: Open Page With Browser 'chrome' And Url: 'https://demo.nopcommerce.com/;
[2022-04-11 11:24:47,486] Pre-condition - step 02: Khởi tạo page search
[2022-04-11 11:24:47,500] Search Empty Data - step 01: Click to link search on footer
[2022-04-11 11:24:49,761] Search Empty Data - step 02: Click button search
[2022-04-11 11:24:50,325] Search Empty Data - step 03: Verify message waning 'Search term minimum length is 3 characters' is display
[2022-04-11 11:24:50,414]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:24:50,418] Search Data Not Existing - step 01: Click to link search on footer
[2022-04-11 11:24:50,946] Search Data Not Existing - step 02: Enter to search with data not existing "Markbook pro 2050" 
[2022-04-11 11:24:51,141] Search Data Not Existing - step 03: Click button search
[2022-04-11 11:24:51,691] Search Data Not Existing - step 04: Verify message 'No products were found that matched your criteria.' is display
[2022-04-11 11:24:51,777]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:24:51,778] Search Data Relative - step 01: Click to link search on footer
[2022-04-11 11:24:52,304] Search Data Relative - step 02: Enter to search with data relative Lenovo'
[2022-04-11 11:24:52,457] Search Data Relative - step 03: Click button search
[2022-04-11 11:24:53,907] Search Data Relative - step 04: Verify data is display
[2022-04-11 11:24:54,085]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:24:54,086] Search Data Absolute - step 01: Click to link search on footer
[2022-04-11 11:24:54,601] Search Absolute - step 02: Enter to search with data not existing 'Lenovo Thinkpad X1 Carbon Laptop'
[2022-04-11 11:24:54,835] Search Absolute - step 03: Click button search
[2022-04-11 11:24:55,498] Search Absolute - step 04: Verify data is display
[2022-04-11 11:24:55,568]  -------------------------- PASSED -------------------------- 
[2022-04-11 11:24:55,569] Advanced Search Categories - step 01: Click to link search on footer
[2022-04-11 11:24:56,109] Advanced Search Categories - step 02: Enter to search with data not existing 'Apple Macbook Pro'
